Genes	0	4	8	12	16	20	24	28	32	36	40	44
1700027H10RIK	3.70074	3.79183	4.57749	2.33338	4.38116	4.4398	3.25709	2.95625	3.26352	3.93232	4.06818	4.19014
1700027I24RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700027J07RIK	0	0	0.026338	0	0	0	0.0173694	0.0601273	0.0213	0.0395302	0	0.038173
1700028B04RIK	0	0.359815	0.0657268	0	0	0	0	0.0750242	0.106309	0	0.146355	0.190522
1700028D13RIK	0	0	0	0	0	0	0	0	0	0.0484671	0	0
1700028E10RIK	0.164829	0.181033	0.0884342	0.209076	0.158153	0.197915	0.0962767	0.257232	0.260398	0.111938	0.130166	0.100253
1700028I16RIK	0	0.120724	0.0793887	0.0153015	0	0	0.0174518	0	0	0.0397177	0	0.038354
1700028J19RIK	0.281487	0.250796	0.412312	0.423839	0.173112	0.270995	0.31723	0.705953	0.55574	0.206277	0.238027	0.315392
1700028K03RIK	0.371192	0.409716	0.624106	0.329912	0.203256	0.489643	0.886508	0.662811	0.698105	0.747431	0.316442	0.560681
1700028M03RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700028P14RIK	3.6613	1.98833	1.43012	1.51604	1.737	1.17753	2.31293	1.43808	1.23917	2.09533	1.74388	2.39352
1700028P15RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700029B22RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700029F12RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700029H14RIK	0.0202183	0	0	0.0105844	0	0.0539069	0.0362154	0.0225362	0.0159668	0	0.0293105	0
1700029I15RIK	1.5025	2.54348	0.29344	1.18772	0.554414	1.86931	2.41897	1.17232	0.949242	1.43136	0.980114	1.48854
1700029J03RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700029J07RIK	1.36582	1.22496	1.58989	1.44026	1.29333	1.42276	2.5397	2.31889	1.55721	1.57757	1.12108	2.01627
1700029M20RIK	0	0	0	0.0147716	0.00804329	0.00774844	0.00561502	0.0194394	0.00688568	0	0	0
1700029N11RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700029P11RIK	0.112671	0.125483	0	0.111333	0.051969	0	0.0362796	0.0313971	0.0222447	0.0619252	0.0408324	0.119598
1700030A11RIK	0.0338374	0.0602961	0	0.0764242	0.156073	0.0300703	0.0653727	0.0754332	0	0	0	0
1700030C10RIK	0.302489	0.309934	0.583382	0.315977	0.139521	0.322576	0.438299	0.497321	0.501652	0.775837	0.252132	0.353194
1700030F04RIK	0	0	0	0.125518	0	0	0	0	0	0	0	0
1700030F18RIK	0	0	0.0546299	0.0315884	0	0	0	0	0	0.0819929	0	0
1700030J22RIK	2.02222	1.9125	1.71574	1.5864	2.02603	1.95912	1.79865	1.74597	1.52499	2.1682	2.37878	2.10549
1700030K09RIK	3.74745	3.89073	3.65942	3.31677	3.51412	3.75226	4.12191	4.52227	3.4649	4.03226	4.14533	4.09837
1700030L20RIK	0.744671	0.883173	0.22634	0.693363	0.791585	0.709976	0.851139	0.267977	0.821758	0.686648	0.621954	0.701461
1700030M09RIK	0.0304162	0	0	0	0.0280586	0	0	0	0	0.0222894	0	0
1700030N03RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700030O20RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700031A10RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700031F05RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700031M16RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700031P21RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700034E13RIK	0	0	0	0.0487739	0	0	0	0.192566	0.136432	0	0	0
1700034G24RIK	0.245634	0.194535	0.0799496	0.0924623	0.0503487	0.0970133	0.105456	0.182526	0.0862107	0.0399966	0.0593422	0.0386234
1700034H15RIK	0.253445	0.191449	0.274393	0.18666	0.284626	0.323155	0.365461	0.294783	0.400301	0.339154	0.339442	0.378196
1700034I23RIK	0.0321614	0.0143274	0.0575776	0.00907986	0.0346133	0.0905063	0.0655867	0.0537727	0.0507971	0.0157122	0.031081	0.0341387
1700034J05RIK	0	0	0	0.0212775	0.0347623	0	0	0	0	0	0	0
1700034K08RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700034O15RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700034P13RIK	3.49636	4.35484	3.24003	2.58861	5.41398	4.40703	2.2631	1.5708	3.95858	3.83019	5.59846	5.4281
1700036G14RIK	0.0699864	0	0	0	0	0	0	0	0	0	0	0
1700037C18RIK	4.4451	4.16767	4.03784	4.20261	3.05157	3.16937	3.57824	5.24275	4.57166	3.86345	3.72758	3.43819
1700037H04RIK	51.4973	53.8233	52.7619	56.4233	54.9893	44.6779	52.9302	67.5336	46.8645	47.5103	56.1252	48.4271
1700039E15RIK	0	0	0	0	0	0	0	0	0.0118812	0.0330751	0	0
1700039E22RIK	0	0	0	0	0.0378193	0	0	0.045697	0	0	0	0
1700040L02RIK	2.83094	1.84702	2.00259	2.01382	1.29547	1.5055	2.02406	2.41009	2.30607	2.09088	1.5995	1.75094
1700041A01RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700041C23RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700041M19RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700042G07RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700042G15RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700042O10RIK	0.0265026	0.047226	0.0776402	0.0149645	0	0	0.0682696	0	0	0.0194215	0.0192092	0
1700044C05RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700044K03RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700045H11RIK	0.0600588	0	0	0	0	0	0	0	0	0	0	0
1700046C09RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700047A11RIK	0	0	0	0	0	0	0.0361157	0.250042	0	0	0	0
1700047E10RIK	0	0.0572716	0.502162	0.0362953	0.0889465	0.114248	0.0827914	0.0716493	0	0	0	0.090976
1700047G03RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700047I17RIK2	6.30389	7.60664	7.49403	7.68159	7.21895	6.58849	6.57737	7.48542	8.40085	7.45456	7.64559	6.87759
1700047L14RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700047M11RIK	3.90965	6.70871	7.07001	5.75054	4.98691	6.17669	7.30463	8.1239	8.11906	7.07416	3.49843	4.47449
1700048M11RIK	0.168931	0.301024	0.65985	0.429235	0.311673	0.900744	0.652737	0.470743	0.400225	0.247589	0.489768	0.478177
1700048O20RIK	3.82994	5.89067	8.18972	7.02433	5.27382	4.98112	5.62599	6.07633	4.15052	6.48392	3.97144	5.43042
1700049E15RIK	0	0	0	0	0	0	0	0.0359603	0	0	0	0
1700049E22RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700049G17RIK	1.66732	2.20565	2.04648	1.83764	2.16711	2.13765	2.41144	1.78547	2.19778	2.5007	2.3466	2.31343
1700049L16RIK	0	0	0	0	0	0	0	0	0.091239	0	0	0
1700051A21RIK	0.0399122	0.0177803	0.116924	0.0563404	0.0920464	0.0177344	0.025703	0.0667317	0.0157598	0.0731204	0.0433928	0.0988539
1700052I22RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700052K11RIK	1.95317	2.79545	1.96816	2.27608	1.93595	1.78189	2.60931	2.54766	2.5024	2.19264	2.25905	2.19088
1700054A03RIK	0	0	0	0.0682228	0	0.0357911	0.0518731	0	0	0	0	0
1700054K19RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700054M17RIK	0	0.262639	0.287854	0	0	0	0.0632781	0	0	0.288023	0	0
1700055C04RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700056E22RIK	0.151477	0.161953	0.207086	0.256591	0.139735	0.134613	0.214608	0.337684	0.287098	0.199807	0.219582	0.257263
1700057G04RIK	0.0272286	0	0	0	0	0	0	0	0	0	0	0
1700057H15RIK	0	0	0	0	0.0274738	0	0.0191795	0	0	0.0218248	0	0
1700057H21RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700060C16RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700060C20RIK	0.0605359	0	0	0.205087	0	0.215186	0	0.0674758	0	0.0443614	0	0.0856767
1700061F12RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700061G19RIK	0.112141	0.081748	0.0597311	0.115127	0.0376178	0.208373	0.13787	0.0795437	0.0966112	0.104591	0.0369457	0.108214
1700061I17RIK	0.0261343	0	0	0	0	0.0116124	0	0	0.0103194	0.00957577	0	0
1700061J23RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700063A18RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700063D05RIK	0.598418	1.27141	1.66318	1.89739	1.74103	1.34994	1.68972	0.974877	1.49045	1.28185	1.00093	1.20526
1700063O14RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700064J06RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700064M15RIK	0.211364	0.0941591	0.257998	0.358035	0.19498	0.375666	0.0680579	0	0.0417296	0.271057	0.153197	0.411323
1700065D16RIK	0	0.225333	0	0.0841888	0.0687719	0	0.0960193	0.281901	0.058874	0	0	0.158267
1700065I16RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700065J11RIK	0	0	0	0	0	0.0942011	0	0	0	0	0	0
1700065J18RIK	0.596197	1.06238	0.349315	0.538621	0.769978	0.847717	0.998254	0.265818	0.659161	0.961181	0.345701	0.33752
1700065L07RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700065O20RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17RIK	0	0	0	0	0	0	0	0.079968	0	0	0	0
1700066B19RIK	0.02993	0.0444445	0.0389693	0.0168998	0.0184067	0.0443299	0.0256995	0.0222408	0.0157576	0.0584882	0.0289246	0.0211801
1700066J03RIK	0	0.134156	0	0.340082	0	0.0669053	0.193936	0.503508	0.118911	0.331027	0	0.319662
1700066M21RIK	9.49817	8.99467	9.98607	10.0887	9.977	8.12813	8.44539	8.7268	9.34867	9.45436	9.04271	8.99082
1700066N21RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700066O22RIK	0	0	0.0298607	0	0	0	0	0	0.0241488	0	0	0
1700067G17RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700067K01RIK	0.367206	0.350538	0.281742	0.41468	0.193568	0.303016	0.236476	0.292359	0.227849	0.345977	0.247142	0.278415
1700067P10RIK	0	0	0.115147	0.0221936	0	0	0	0	0	0	0	0.0278147
1700069L16RIK	0.0465002	0.0828604	0.0908158	0	0.0428959	0.165294	0.0598912	0	0	0.0681518	0	0
1700069P05RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700071K01RIK	0	0.0493423	0	0	0	0	0	0.0308647	0	0.0202918	0.02007	0.0783803
1700071M16RIK	13.5737	10.4328	11.8187	12.8954	11.8719	9.58788	11.7688	7.93721	10.6215	8.77987	7.97561	10.7921
1700072B07RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700072I22RIK	0	0	0	0	0	0	0	0	0.0271235	0	0	0
1700072O05RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700073E17RIK	0.031272	0.0371498	0.0610748	0.0235433	0.02404	0.0324223	0.0570599	0.0290475	0.0452762	0.0381941	0.011333	0.0737656
1700074H08RIK	0	0	0	0	0	0	0	0	0	0	0	0.0483422
1700074P13RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700080E11RIK	0	0	0	0	0	0	0	0	0	0	0	0.0245631
1700080N15RIK	0	0.0918899	0.100712	0	0	0	0	0.114958	0	0.0755785	0	0.0729836
1700080O16RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700081H04RIK	0	0	0	0	0	0	0	0	0	0.0183374	0	0
1700084C01RIK	22.9438	14.137	14.9123	15.0686	17.0422	14.8122	22.5471	15.4856	14.31	12.4327	11.8919	16.6052
1700084D21RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700084E18RIK	1.44389	0.459449	0.90641	1.28116	0.665985	1.09984	1.26194	0.804709	0.407239	1.51157	0.523269	1.60564
1700084F23RIK	0	0	0.0268447	0	0	0	0	0	0	0	0	0
1700084J12RIK	0	0	0	0	0	0	0	0.049133	0	0	0	0
1700084M14RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700085C21RIK	0.0262893	0	0	0	0	0	0	0	0	0	0	0.0186037
1700086L19RIK	16.1279	16.7465	15.218	13.0453	17.148	14.0206	13.9476	11.2351	19.6903	19.7487	21.389	19.3037
1700086O06RIK	2.47218	1.98933	2.35734	2.55227	2.20772	2.24206	2.37765	3.00064	2.33015	2.07479	1.79608	2.13859
1700088E04RIK	13.4674	12.8015	11.8852	12.0824	11.2277	12.2023	13.0588	11.338	14.6606	12.3806	10.2548	12.4375
1700091H14RIK	0.126405	0.155939	0.104445	0.126276	0.215274	0.302433	0.256733	0.238439	0.307152	0.199513	0.0916188	0.0894506
1700092C02RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700092C10RIK	0.0641	0	0	0	0	0	0	0	0	0	0	0
1700092E19RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700092K14RIK	0	0	0	0.0706252	0.115384	0	0	0	0.0987778	0	0	0
1700092M07RIK	0	0.121309	0.132956	0.0768787	0.376803	0.120997	0.175364	0.607054	0.215048	0.0997757	0.0986855	0.0963501
1700093K21RIK	0.0579047	0.0183902	0.080624	0.0980869	0.0267078	0.0257287	0.0745802	0.225902	0.0685929	0.296526	0.0629545	0.0614647
1700094D03RIK	5.8096	4.2511	4.94561	3.46831	3.37789	3.26815	5.59978	4.89426	3.9632	4.28639	3.36062	5.05416
1700094J05RIK	0.320508	0.571125	0.369884	0.394849	0.430058	0.258933	0.52539	0.454684	0.759335	0.405688	0.359018	0.412378
1700094M24RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700095A21RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700095B10RIK	0	0.195241	0.12106	0.0463995	0.200136	0.220828	0.194039	0.0915957	0.281213	0.0802919	0.21839	0.116309
1700095J12RIK	0	0	0	0	0	0	0.0272822	0	0	0.0310452	0	0
1700096J18RIK	0.189201	0.0842861	0.184757	0.640986	0.523607	0.0840688	0.121843	0.632674	0.224124	0.0693244	0.205701	0.401666
1700096K18RIK	1.6454	1.36717	1.87755	1.77462	1.24499	1.52794	1.32155	1.95768	1.57681	1.46318	1.0318	1.32137
1700096P03RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700097N02RIK	0	0	0	0	0.0833403	0	0.011636	0	0.0856148	0	0.0523848	0.0383588
1700099I09RIK	0.295212	0.569887	0.528509	0.333379	0.590048	0.770187	0.398983	0.329056	0.893686	0.468726	0.57059	0.452633
1700100I10RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700100L14RIK	0	0	0	0	0	0.043259	0.0313483	0	0	0	0	0
1700101E01RIK	2.2269	1.19046	1.18049	1.31129	0.674981	1.10258	1.45459	1.52478	0.954685	0.955827	1.12985	1.75597
1700101I11RIK	0.924266	1.47542	1.05298	0.8698	1.03025	0.444908	0.992027	0.987299	1.76395	0.81842	0.530347	0.926583
1700101O22RIK	0	0	0	0	0	0	0.230199	0	0	0	0	0
1700102H20RIK	1.2049	0.644118	1.23257	1.01697	0.889208	0.403193	0.465566	0.348501	0.666076	0.878369	0	0.255795
1700102P08RIK	0.593731	0.275998	0.201664	0.335246	0.642964	1.05526	0.847833	0.517928	0.326179	0.264839	0.523891	0.621099
1700104L18RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700105P06RIK	0.0667187	0.356665	0.130303	0.376722	0.307736	0.474328	0.128898	0.223102	0.263446	0.293354	0.193432	0.377709
1700106J16RIK	0	0.0404706	0.0443562	0	0	0.0403663	0	0.0253153	0.0358716	0.04993	0	0.0482157
1700108F19RIK	0	0.0621353	0	0.0196888	0.0321667	0.0309876	0	0.038867	0.0275372	0	0	0
1700108J01RIK	0	0	0	0	0	0	0.0575859	0	0	0	0	0.0632788
1700109G14RIK	0.0780742	0.0347808	0	0.044084	0	0.104073	0.0251394	0	0	0.0572137	0.141471	0.0552494
1700109G15RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700109H08RIK	0.181931	0.202618	0.399728	0.17977	0.167829	0.363772	0.410064	0.253484	0.215512	0.533284	0.461525	0.354045
1700109I08RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700109K24RIK	0.130248	0.208885	0.330691	0.132379	0.288366	0.856536	0.35229	0.174216	0.144004	0.553596	0.358738	0.553024
1700110C19RIK	0.22429	0.279769	0.657064	0.227959	0.206905	0.558096	0.433321	0.200002	0.141701	0.230107	0.260106	0.41267
1700110I01RIK	0.0920869	0.118512	0.104911	0.118436	0.117985	0.227319	0.135079	0.153966	0.0969639	0.138714	0.0927014	0.155673
1700110I07RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700110K17RIK	0.322875	0.493151	0.31529	0.182309	0.340398	0.12297	0.267336	0.205651	0.327833	0.439412	0.401179	0.326404
1700111N16RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700112E06RIK	0.948982	0.553957	1.05451	1.64446	1.08673	0.901494	0.864016	0.8754	0.904486	0.623485	0.782699	0.764177
1700112H15RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700112J05RIK	0	0	0	0	0	0.103719	0	0	0.0307235	0.0285095	0	0
1700112J16RIK	2.91162	3.02137	2.63865	3.15371	2.76408	3.33661	1.82903	2.53154	2.51126	3.72974	4.55252	3.99496
1700113A16RIK	13.5279	13.4802	14.4848	14.255	14.7234	11.2573	16.1627	16.699	15.3689	12.6309	13.9765	11.7563
1700113B09RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700113H08RIK	0	0.0360323	0.0394917	0.0114176	0.0559605	0	0.091154	0.090156	0	0.0148181	0.0146562	0.0143093
1700116B05RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700119H24RIK	0	0	0.0597466	0	0	0	0	0	0	0.0448363	0	0
1700120C14RIK	0.910153	1.2743	0.888773	0.367079	0.479774	0.231093	0.753593	0.144928	0.718766	0.285845	0.282721	0.460051
1700120E14RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700120K04RIK	0.345699	0.369608	0.405094	0.273275	0.318903	0.24577	1.06861	0.0770661	0.436809	0.557331	0.200451	0.342489
1700121L16RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700121N20RIK	0	0	0	0	0	0.0249092	0	0	0	0.0205405	0.0203161	0
1700122C19RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700122O11RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700123I01RIK	0.0652921	0	0.0318792	0.0460834	0.0451734	0.0580232	0.0315355	0.0181943	0.0257813	0.0239234	0.023662	0.023102
1700123J17RIK	0	0	0.0157361	0.00909901	0	0.0286424	0	0	0	0	0	0
1700123K08RIK	0	0.0244051	0.0267482	0	0	0	0.0176399	0.0915957	0	0.0802918	0.0595609	0.0387676
1700123L14RIK	0.0613501	0.0819914	0	0.0433011	0.0141487	0.04089	0.0197544	0.0512875	0.0121124	0.0112395	0.0222334	0.0108536
1700123M08RIK	1.68727	1.31241	1.20303	1.19466	1.33413	1.68983	1.05209	1.01498	1.62858	1.41309	1.66941	1.08029
1700123O12RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700123O20RIK	9.40889	8.62601	7.92288	9.67829	9.68592	8.62801	8.8166	9.46919	8.67957	8.56373	8.43062	8.20216
1700123O21RIK	0	0.0880539	0	0	0	0	0.0318225	0	0.0390239	0	0	0
1700124L16RIK	2.71673	3.17693	6.30066	3.73908	2.81942	4.22498	3.82712	5.29931	3.35227	3.60842	4.6766	3.60468
1700125G02RIK	0	0	0.145598	0.126283	0	0.397505	0.144029	0.083097	0.529866	0.491683	0.0540345	0.105512
1700125G22RIK	0.0352458	0	0	0.179112	0.0325139	0.0626439	0.204281	0.0785729	0	0.0258286	0.0255463	0
1700125H03RIK	0	0	0	0	0.0779184	0	0.0543941	0	0	0	0.183662	0.119544
1700125H20RIK	0	0.106836	0	0.0846331	0.0553079	0.0266402	0.0193052	0.0668285	0.0236739	0.0439358	0.0217279	0.0636411
1700126H18RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700128A07RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08RIK	0	0	0	0	0	0	0	0	0	0	0	0
1700129C05RIK	0	0	0	0	0	0	0	0	0	0	0	0
1810006J02RIK	0	0	0	0	0	0.0137779	0	0	0	0	0	0.0109714
1810007C17RIK	0	0	0	0.0781324	0	0.16396	0	0	0.109278	0.0338009	0.0668632	0
1810007D17RIK	0	0	0	0	0	0	0.0555946	0	0	0	0.125143	0
1810008I18RIK	3.96433	0.297888	0.0466411	0	0.0440609	0	0.27683	0	0.113158	0.245009	0.0692378	0
1810009A15RIK	30.0806	21.8778	28.0863	31.6734	24.7916	24.4048	23.2795	31.6066	24.6258	21.9967	24.2664	23.9682
1810009J06RIK	0	0	0	0	0	0	0	0	0	0	0	0.0125678
1810010D01RIK	0.0632736	0.112749	0.0617873	0.0535905	0.0291846	0.253032	0.305606	0.282109	0.249842	0.0927353	0.160513	0.111939
1810010H24RIK	3.97093	3.6069	3.97837	4.36784	2.04565	2.77267	3.08861	4.28246	3.21738	3.72247	3.85	3.029
1810011H11RIK	0.308307	0.258533	0.283355	0.327686	0.368059	0.161167	0.408771	0.384081	0.315087	0.345542	0.289187	0.346512
1810011O10RIK	0.408755	0.273141	0.219534	0.715482	0.584461	0.544873	0.579114	0.273369	0.532624	0.883645	0.607349	0.332645
1810012K16RIK	0	0.123576	0.135441	0.117473	0.127948	0.184887	0.0893206	0.2319	0	0.203281	0.10053	0.196301
1810013A23RIK	0	0	0	0	0	0.198512	0	0	0	0	0	0
1810013L24RIK	10.3136	11.7106	10.6958	10.4904	12.0484	11.0385	11.2553	10.5919	12.381	11.7621	13.1527	11.1069
1810014B01RIK	3.76811	3.25597	3.93336	3.64082	2.96662	2.81456	2.93914	3.24059	2.82184	3.54686	2.53102	3.06879
1810018F18RIK	0	0	0	0	0	0	0	0	0	0	0	0
1810019D21RIK	0.788757	0	0	0	0.0543258	0.0174441	0.101134	0	0	0.0143847	0.0142275	0.0138908
1810020O05RIK	0.410875	0.341672	0.641958	0.324797	0.606444	0.267764	1.25243	0.580106	0.735481	0.843064	0.43678	0.911038
1810021B22RIK	1.34587	1.66033	1.26371	1.66601	1.76682	1.19604	1.76678	1.67326	1.51253	0.986269	1.27564	1.28209
1810022K09RIK	87.3317	80.6157	117.571	114.079	100.452	79.5467	92.0443	108.01	92.3076	87.431	84.7198	88.5436
1810024B03RIK	0.130191	0.0966635	0.0635665	0.134771	0.0600499	0.0192829	0.111789	0.193489	0.154222	0.190811	0.0629088	0.261035
1810026B05RIK	1.57499	1.6503	2.00543	1.90666	1.9055	1.73861	2.27891	2.34763	2.04392	1.96103	1.68445	1.84367
1810026J23RIK	25.5559	26.6126	23.8913	25.1717	25.5717	20.9522	25.3437	24.0827	23.8632	25.3215	28.0143	25.6993
1810030O07RIK	10.5903	9.7032	9.87552	10.0282	10.0495	9.54903	11.2642	11.9556	10.0008	10.3452	10.4973	9.86488
1810032O08RIK	2.75928	3.39427	3.11042	3.37645	2.5476	3.13745	3.01562	4.87397	3.09396	3.14751	3.85442	3.13654
1810034E14RIK	0.2445	0.192213	0.126401	0.154297	0.252083	0.191718	0.22229	0.0641247	0.0795063	0.158093	0.0625464	0.142488
1810037I17RIK	75.0853	54.2284	71.5966	78.1154	66.393	57.228	65.8795	67.2415	62.1099	52.9392	52.4692	54.8291
1810041H14RIK	0	0.806458	0.953711	1.78977	0.600627	1.96204	2.2983	1.87244	1.23316	1.27109	0.589898	1.24255
1810041L15RIK	14.3681	15.4618	14.6333	14.0826	19.9573	17.014	15.042	12.2761	25.8111	14.0124	18.9922	14.7933
1810043G02RIK	16.9817	16.2972	18.1929	19.0728	16.4188	16.2962	19.5796	22.0374	18.1447	18.0342	18.2169	16.7389
1810043H04RIK	39.7718	29.5777	34.0027	29.8814	25.0833	24.7408	35.3872	41.8886	28.9088	24.5058	23.0026	23.3773
1810044D09RIK	2.50619	2.1585	1.87628	2.78303	0.847707	1.55902	1.34496	2.42103	1.97919	2.14266	1.15045	1.77351
1810046K07RIK	0.0413561	0	0	0.0233514	0.0190753	0	0.0665821	0.0230486	0.0163299	0	0	0
1810053B23RIK	0	0	0	0	0	0	0	0	0	0	0	0
1810055G02RIK	3.95735	4.52629	4.53297	5.44318	4.82537	4.62414	4.71779	5.3726	6.09901	4.72629	5.09149	4.21517
1810058I24RIK	15.1477	16.0244	12.8963	15.4528	12.5629	10.841	15.0731	18.8044	14.4585	13.029	13.2349	13.2898
1810062G17RIK	0.359959	0.174934	0.0639097	0.203248	0.271684	0.145402	0.126441	0.255325	0.361794	0.311743	0.118591	0.208412
1810062O18RIK	0.466874	0.680678	0.621691	0.359478	0.195766	0.150872	0.355327	0.473088	0.569809	0.590953	0.0615259	0.600699
1810063I02RIK	0.328398	0	0	0	0	0	0	0	0	0	0	0
1810064F22RIK	0.185998	0.0584889	0.0427363	0.0123556	0.040372	0.0583381	0.0775052	0.0487815	0	0.0400888	0.0317206	0.00774248
1810065E05RIK	0	0	0	0	0	0	0	0	0	0	0	0
2010001A14RIK	8.78591	5.87097	7.04168	8.28376	5.6199	6.81339	6.40531	8.31492	6.41476	7.01545	4.83612	4.22312
2010001E11RIK	0.182008	0.152336	0.12926	0.124569	0.167901	0.102929	0.234423	0.0860678	0.104535	0.157629	0.207875	0.241985
2010003K11RIK	0.191589	0.0853499	0	0	0	0	0.046268	0	0	0	0	0
2010005H15RIK	1.91926	3.25868	5.51645	4.55971	2.50542	2.89629	3.73127	3.91531	3.05996	4.93588	2.88717	3.25449
2010009K17RIK	0	0	0.0624192	0	0	0.0568045	0.0823284	0	0	0.281051	0.13899	0.0904673
2010010A06RIK	0	0.136449	0.103199	0.0298362	0	0	0	0.117797	0.0374846	0.0387225	0.153197	0.0335891
2010012O05RIK	10.5254	10.9338	11.9381	12.0571	9.81694	10.2434	9.23007	11.6931	12.082	10.4946	10.8272	10.4392
2010016I18RIK	0.0169902	0.0151377	0	0	0	0.0754933	0.0328244	0.0378759	0	0.112055	0	0.0240463
2010106C02RIK	0	0	0	0	0	0	0.0331106	0	0	0.0376775	0	0
2010106E10RIK	0.0218855	0.0389916	0.0427427	0.0247106	0.0201818	0.019442	0.056371	0	0.0172834	0.0481081	0	0.0309692
2010107E04RIK	386.805	308.984	403.813	438.583	368.804	330.873	326.009	364.92	347.085	270.546	254.281	285.767
2010107G12RIK	0.258518	0.387375	0.206546	0.272036	0.1626	0.323721	0.219454	0.392939	0.241277	0.439168	0.195892	0.274411
2010107G23RIK	16.1989	16.8203	17.4502	16.4741	16.4571	15.5461	16.0066	20.8416	16.4901	15.8093	16.0621	15.3624
2010109A12RIK	0.06811	0.182051	0	0.115373	0	0.302637	0.0877241	0.151836	0.161364	0	0.0987329	0.0963964
2010109I03RIK	0	0.0243276	0	0.0462522	0	0	0.00879196	0.0456525	0.0431262	0	0.0098953	0
2010111I01RIK	3.05727	3.20623	3.05985	4.03432	3.786	3.56645	5.17216	5.3488	4.13693	3.92118	3.77411	3.00816
2010204K13RIK	78.4652	64.9256	80.49	71.0761	69.9954	58.832	73.2211	86.4621	64.2974	56.3651	59.1039	61.8013
2010300C02RIK	10.6142	7.55668	6.78074	9.65263	14.2246	8.26692	16.9075	11.1307	6.81547	6.88569	8.49608	8.49392
2010308F09RIK	0.968475	0.313774	0.6878	0.546842	0.243655	0.234723	0.226795	0.294409	0.278118	0.0826022	0.255256	0.498431
