Genes	0	4	8	12	16	20	24	28	32	36	40	44	48	52	56	60	64	68
1700015F17RIK	0.0459396	0	0.0448605	0.0778184	0.254273	0.0816504	0.147923	0.0512062	0.362795	0.302986	0.0665945	0.195056	0	0.131258	0.297087	0.0360685	0	0.0412303
1700015G11RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016C15RIK	0	0.0379564	0.124802	0.144327	0	0.075717	0	0.0949702	0.0336431	0.0312187	0.12351	0.0602937	0	0.0608596	0.0459163	0.0334475	0.0707223	0.344107
1700016D06RIK	0	0.0775516	0	0.0491476	0.0602214	0	0.028027	0.0727654	0	0.0318927	0.126177	0.0461966	0.061174	0.0155434	0.0469076	0.0170848	0.0541869	0
1700016G22RIK	0	0	0	0	0	0	0	0	0	0	0	0.0425007	0	0	0	0	0	0
1700016H13RIK	0	0	0	0.0224631	0.0366993	0	0	0	0.0314174	0	0	0	0	0	0.0857588	0.0624705	0	0.0357047
1700016K19RIK	5.12962	2.78819	2.99287	2.69602	1.51782	1.77755	3.32419	2.2655	1.85988	2.29326	2.43188	3.85829	2.29762	2.90359	1.04317	1.16516	1.76741	2.66382
1700016L04RIK	0.0983113	0	0	0.0370072	0.120921	0.0291221	0	0.0365273	0.051759	0.0480291	0.0475043	0.0927603	0.0921256	0.0468154	0.070641	0	0.0272011	0.0588222
1700016L21RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016P04RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017B05RIK	2.42111	2.92075	2.6574	3.00206	2.55506	2.71958	2.93746	2.64469	3.83164	2.76068	2.86037	2.79953	2.43666	2.75317	2.87568	2.19362	3.11494	2.94213
1700017D01RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017G19RIK	0	0	0	0.0115954	0	0	0	0	0	0.00752445	0	0.0145322	0	0.00733431	0	0.00806163	0	0
1700017J07RIK	0.0880433	0	0.17195	0.099426	0	0.234725	0.0566989	0	0.208589	0.193558	0	0	0	0	0	0	0.0730803	0.237054
1700017L05RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017N19RIK	0.0618898	0.0551418	0.015109	0.0262092	0.0856389	0.0274998	0.0298922	0.0517387	0.232159	0.0226768	0.0336435	0.0218982	0.0144989	0.0331556	0.0667058	0	0.0128429	0.0277727
1700018A04RIK	0	0	0	0.0257327	0.0420409	0	0.0586974	0	0	0	0.0330318	0	0	0	0	0.0357809	0	0
1700018B08RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018B24RIK	0	0	0	0	0	0	0	0.0242119	0	0	0	0	0	0	0	0	0	0
1700018C11RIK	0.0498457	0	0.0486748	0	0	0	0	0.0555601	0	0	0	0	0.0934188	0	0.161173	0	0.0413744	0
1700018F24RIK	0.0378248	0.0224671	0	0	0	0	0.0324783	0	0.039828	0	0.018277	0.0178445	0	0.018012	0	0	0.0418619	0.0226315
1700018G05RIK	0	0	0.239081	0.138243	0.112928	0.217576	0.236504	0	0.580048	0.269124	0.266184	0.519769	0.114714	0.262324	0.263885	0	0.101612	0.109867
1700018L02RIK	4.75085	2.89409	3.84087	3.95518	3.85262	3.90775	3.64293	3.4236	3.26323	3.93488	3.25125	3.14303	3.106	3.1094	2.8818	3.60859	4.01681	3.37141
1700019A02RIK	0	0	0.0538394	0	0	0	0.106518	0.122911	0	0	0.0399618	0.0390161	0	0.0787646	0	0	0.0457644	0
1700019B03RIK	0.0652921	0.0727164	0.111577	0.0368667	0.0451734	0.072529	0.0946065	0.0727773	0.0128906	0.0598085	0.070986	0.161714	0.0764799	0.081616	0.0351864	0.0640784	0.0270978	0.0292995
1700019B21RIK	0	0	0	0	0	0	0	0	0	0	0	0	0.0561313	0	0	0	0	0
1700019C18RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019D03RIK	1.80205	2.91624	2.01111	2.94872	3.73185	3.66042	2.65257	1.88566	4.15318	4.58155	3.27867	3.14903	3.37734	2.33797	2.5765	5.02414	3.75475	3.39968
1700019E08RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019G17RIK	10.3942	7.98998	7.1612	7.06316	7.35045	8.68713	9.73561	8.4871	5.90211	5.70689	6.67944	7.06539	7.15099	7.74698	7.5207	4.76029	6.7243	7.98507
1700019G24RIK	1.81286	1.2787	1.47523	0.980965	0.278723	0.939769	0.972882	1.26293	1.01409	0.885655	1.14972	1.12251	0.849396	1.67259	1.13979	0.533747	0.75238	1.42364
1700019L03RIK	1.71942	1.15593	1.37375	1.23564	0.793074	0.694546	1.87232	1.41127	1.19739	1.16838	1.24625	1.96893	0.9228	1.33983	0.943459	0.760892	0.648731	0.841726
1700019M22RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019N19RIK	0	0.0286633	0.0314153	0.127156	0.267096	0.0285894	0.0621532	0	0	0	0.116588	0.0455317	0.0301468	0.0229795	0.0693488	0.202067	0.0267035	0.0288731
1700019O17RIK	0	0.0270044	0.0147985	0	0	0	0	0.0168919	0.0119678	0	0	0	0	0	0.0163338	0	0.037737	0.013601
1700020A23RIK	0.0933842	0.124799	0.59275	0.325271	0.215356	0.186908	0.30068	0.364316	0.221236	0.342153	0.364161	0.62777	1.22613	0.333505	0.150971	0.623391	0.426307	0.544754
1700020D05RIK	0.255082	0.404035	0.525857	0.256054	0.287601	0.780801	0.32854	0.252733	0.895305	0.64386	0.513569	0.862434	1.32796	0.728814	0.397123	0.934604	0.729295	0.864859
1700020D14RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020G17RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0515979
1700020I14RIK	15.5885	18.2201	15.2276	11.582	20.5747	20.3489	11.568	7.16749	20.6244	17.5061	19.4021	17.7433	19.4042	11.0004	21.1412	23.8879	16.9085	20.149
1700020L24RIK	0.922573	1.70066	1.0873	1.36518	1.23257	1.13085	1.39312	1.63116	1.65814	1.16564	1.45266	0.923011	1.52037	1.47704	1.33725	1.29881	1.39953	0.713793
1700020M21RIK	0	0.0948165	0	0	0	0	0	0	0.0840418	0	0	0	0	0	0.0573504	0	0	0
1700020N01RIK	0	0	0.026307	0.0456341	0	0.0239406	0	0.0300282	0	0.0592255	0.0390522	0.019064	0	0	0.0290362	0	0	0
1700020N15RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0614943
1700020N18RIK	0	0	0.133418	0.154291	0.189055	0	0	0	0.323691	0	0.0495139	0	0.0640152	0	0	0.0536349	0.113407	0.122621
1700021F05RIK	18.3058	17.4091	18.755	20.3336	16.5793	15.0233	18.1448	26.4254	19.1963	16.0048	17.7392	15.5969	16.3416	19.5302	17.2505	16.5977	17.1875	16.1599
1700021F07RIK	0	0	0	0.150573	0.0492	0	0.0343465	0	0	0	0	0	0.0499782	0	0	0.20937	0	0
1700021K19RIK	15.8952	15.9439	14.8761	15.412	17.5124	16.735	16.8351	13.3715	15.487	17.1684	18.3522	16.635	16.2855	16.2295	14.5225	16.2237	17.4248	16.4532
1700021N21RIK	0.462098	0.235265	0.322316	0.316832	0.21314	0.293323	0.403866	0.515073	0.260663	0.411195	0.143542	0.233575	0.123721	0.49511	0.533632	0.285062	0.328769	0.118494
1700022A21RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307162	0
1700022A22RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022E09RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022H01RIK	0.339303	0.647804	1.04133	0.602125	0.626006	0.646134	0.280938	0.648345	0.382793	0.284166	0.386459	0.480217	0.22711	0.65784	0.313463	0.34251	0.321873	0.696048
1700022H16RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022I11RIK	0.0130139	0.0463799	0	0.0183705	0	0.0231302	0.0125712	0.0290117	0	0.0429154	0.0141488	0.0184186	0.0243902	0.0278873	0.0070133	0.0102176	0.0108022	0.00583992
1700023C21RIK	0	0	0.252511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700023F02RIK	0	0	0.167003	0	0	0	0	0	0.270117	0.125326	0	0	0	0.122159	0	0	0	0
1700023F06RIK	3.75386	4.27361	3.82407	3.58498	3.03537	3.00647	4.93934	4.59746	3.58668	3.39614	3.00633	3.47631	3.82166	4.63444	3.57144	2.81991	3.73137	3.0363
1700024B18RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024F13RIK	0.100128	0.57987	0.537767	0.254414	0.692751	0.578375	0.741534	0.279017	0.197683	0.2935	0.580586	0.566846	0.562968	0.500646	0.215839	0.550293	0.207778	0.808773
1700024G13RIK	7.26123	4.16681	3.48524	2.84915	2.38417	1.85929	2.06067	5.48723	4.37365	4.23885	2.58688	4.3546	2.19123	3.7801	1.59178	2.70556	2.7582	4.19731
1700024I08RIK	0	0	0	0.0236145	0	0	0.0269329	0	0	0	0	0	0	0	0	0	0	0
1700024N05RIK	0	0	0	0	0	0	0	0	0.0377975	0	0	0	0	0	0	0	0	0
1700024P04RIK	0	0	0	0	0	0	0.111678	0	0	0	0	0	0	0	0	0	0	0
1700024P16RIK	0.273751	0.202066	0.140675	0.0948992	0.081211	0.156471	0.0927724	0.12489	0.0741033	0.258059	0.141698	0.177101	0.217494	0.0800332	0.0948854	0.182226	0.168771	0.0912393
1700025B11RIK	0	0.0599692	0	0	0	0	0	0.0750242	0	0	0	0	0.126146	0	0	0	0	0
1700025C18RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025F22RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025F24RIK	0.0335396	0.0298827	0.0982552	0.132565	0	0.0298057	0.0647973	0.149538	0.0529738	0.0737347	0.0243097	0.0237344	0.0314293	0	0.0361495	0.0789987	0.0278395	0.0602028
1700025G04RIK	9.89374	10.604	10.3493	9.713	9.84524	10.0848	8.68301	6.88547	9.10194	11.1414	11.4208	10.1349	9.69112	9.0901	10.3305	9.87867	10.1575	10.2623
1700025J12RIK	0	0.0487703	0	0	0	0.0486446	0	0	0	0	0	0.0387359	0.0512944	0	0	0	0	0
1700025K24RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025M24RIK	0.0630384	0	0	0	0	0.0560204	0	0	0	0	0	0	0	0.0900556	0	0	0	0
1700025N23RIK	0	0	0	0	0	0	0.0213486	0	0	0.0485863	0	0	0.0621295	0.094717	0	0	0	0
1700026D08RIK	5.60127	5.2542	5.07752	4.1533	3.35374	2.14134	5.33586	4.28792	3.73906	4.47642	4.13642	4.84624	3.84254	5.02761	3.37168	2.37311	3.63174	4.53385
1700026D11RIK	0	0	0	0	0	0	0.0231986	0	0	0	0	0	0	0	0	0.0282829	0	0
1700026F02RIK	0	0	0	0	0.234622	0	0	0	0	0	0	0	0	0	0	0	0	0
1700026J14RIK	0.275139	0.38522	0.614116	0.155355	0.507625	0.244508	0.506246	0.569551	0.465606	0.230429	0.48431	0.250332	0.441989	0.814196	0.550734	0.246879	0.228379	0.317487
1700026L06RIK	1.29599	1.02145	1.50892	1.15395	0.735713	0.531557	1.1877	1.16676	1.18093	0.986243	0.469669	1.30512	0.887479	1.24616	0.698418	0.430488	0.951611	0.671039
1700027A15RIK	0	0	0.109601	0.197394	0	0	0	0	0	0	0	0	0	0	0.362914	0	0	0
1700027F06RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027F09RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027H10RIK	3.70074	3.79183	4.57749	2.33338	4.38116	4.4398	3.25709	2.95625	3.26352	3.93232	4.06818	4.19014	3.46789	2.42313	3.52337	3.58352	3.83975	3.98565
1700027I24RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027J07RIK	0	0	0.026338	0	0	0	0.0173694	0.0601273	0.0213	0.0395302	0	0.038173	0	0.0385313	0.0290704	0	0	0
1700028B04RIK	0	0.359815	0.0657268	0	0	0	0	0.0750242	0.106309	0	0.146355	0.190522	0	0	0	0	0.111738	0.0604081
1700028D13RIK	0	0	0	0	0	0	0	0	0	0.0484671	0	0	0	0	0	0	0	0
1700028E10RIK	0.164829	0.181033	0.0884342	0.209076	0.158153	0.197915	0.0962767	0.257232	0.260398	0.111938	0.130166	0.100253	0.149417	0.10561	0.121328	0.14038	0.0745613	0.0995224
1700028I16RIK	0	0.120724	0.0793887	0.0153015	0	0	0.0174518	0	0	0.0397177	0	0.038354	0.0253944	0	0.0292083	0.0212766	0	0.0243215
1700028J19RIK	0.281487	0.250796	0.412312	0.423839	0.173112	0.270995	0.31723	0.705953	0.55574	0.206277	0.238027	0.315392	0.395664	0.569682	0.278109	0.42359	0.428355	0.231579
1700028K03RIK	0.371192	0.409716	0.624106	0.329912	0.203256	0.489643	0.886508	0.662811	0.698105	0.747431	0.316442	0.560681	0.827307	0.825379	0.489526	0.612899	0.374114	0.563952
1700028M03RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028P14RIK	3.6613	1.98833	1.43012	1.51604	1.737	1.17753	2.31293	1.43808	1.23917	2.09533	1.74388	2.39352	1.6011	2.39108	1.01474	0.985575	1.38929	1.84641
1700028P15RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029B22RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029F12RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0461631	0	0
1700029H14RIK	0.0202183	0	0	0.0105844	0	0.0539069	0.0362154	0.0225362	0.0159668	0	0.0293105	0	0	0.0144418	0.0217916	0	0	0
1700029I15RIK	1.5025	2.54348	0.29344	1.18772	0.554414	1.86931	2.41897	1.17232	0.949242	1.43136	0.980114	1.48854	2.11194	2.8977	1.29553	2.00541	1.87072	1.21363
1700029J03RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029J07RIK	1.36582	1.22496	1.58989	1.44026	1.29333	1.42276	2.5397	2.31889	1.55721	1.57757	1.12108	2.01627	2.14445	2.59729	1.47211	1.54106	1.08865	1.73724
1700029M20RIK	0	0	0	0.0147716	0.00804329	0.00774844	0.00561502	0.0194394	0.00688568	0	0	0	0	0.0311451	0	0.0136927	0.0144761	0.00782532
1700029N11RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029P11RIK	0.112671	0.125483	0	0.111333	0.051969	0	0.0362796	0.0313971	0.0222447	0.0619252	0.0408324	0.119598	0.0791866	0.0804805	0.0303598	0.0221154	0	0.0252803
1700030A11RIK	0.0338374	0.0602961	0	0.0764242	0.156073	0.0300703	0.0653727	0.0754332	0	0	0	0	0	0.0483397	0.0364705	0	0.0561735	0
1700030C10RIK	0.302489	0.309934	0.583382	0.315977	0.139521	0.322576	0.438299	0.497321	0.501652	0.775837	0.252132	0.353194	0.432271	0.680608	0.521644	0.326553	0.408007	0.0882312
1700030F04RIK	0	0	0	0.125518	0	0	0	0	0	0	0	0	0	0	0	0	0.0922586	0
1700030F18RIK	0	0	0.0546299	0.0315884	0	0	0	0	0	0.0819929	0	0	0	0.0799209	0.0602974	0	0	0
1700030J22RIK	2.02222	1.9125	1.71574	1.5864	2.02603	1.95912	1.79865	1.74597	1.52499	2.1682	2.37878	2.10549	1.99595	2.00093	1.51856	1.53565	2.1257	1.86699
1700030K09RIK	3.74745	3.89073	3.65942	3.31677	3.51412	3.75226	4.12191	4.52227	3.4649	4.03226	4.14533	4.09837	3.73416	5.03647	3.19342	3.6636	3.29909	3.79876
1700030L20RIK	0.744671	0.883173	0.22634	0.693363	0.791585	0.709976	0.851139	0.267977	0.821758	0.686648	0.621954	0.701461	1.25699	0.785542	0.499644	0.793748	1.314	1.01799
1700030M09RIK	0.0304162	0	0	0	0.0280586	0	0	0	0	0.0222894	0	0	0.0285025	0	0	0	0	0
1700030N03RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030O20RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0497212	0
1700031A10RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0404584	0	0
1700031F05RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142297	0	0	0	0
1700031M16RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031P21RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034E13RIK	0	0	0	0.0487739	0	0	0	0.192566	0.136432	0	0	0	0	0	0	0.0678195	0	0
1700034G24RIK	0.245634	0.194535	0.0799496	0.0924623	0.0503487	0.0970133	0.105456	0.182526	0.0862107	0.0399966	0.0593422	0.0386234	0.0767219	0.0974729	0.0588268	0.042852	0.249199	0.0979761
1700034H15RIK	0.253445	0.191449	0.274393	0.18666	0.284626	0.323155	0.365461	0.294783	0.400301	0.339154	0.339442	0.378196	0.356247	0.318777	0.314736	0.315783	0.324704	0.232409
1700034I23RIK	0.0321614	0.0143274	0.0575776	0.00907986	0.0346133	0.0905063	0.0655867	0.0537727	0.0507971	0.0157122	0.031081	0.0341387	0.105482	0.0574318	0.0693282	0.0505017	0.0444926	0.0336753
1700034J05RIK	0	0	0	0.0212775	0.0347623	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034K08RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034O15RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034P13RIK	3.49636	4.35484	3.24003	2.58861	5.41398	4.40703	2.2631	1.5708	3.95858	3.83019	5.59846	5.4281	2.99219	2.48469	3.3839	3.34733	4.16074	4.43474
1700036G14RIK	0.0699864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700037C18RIK	4.4451	4.16767	4.03784	4.20261	3.05157	3.16937	3.57824	5.24275	4.57166	3.86345	3.72758	3.43819	3.43889	3.48892	3.67681	2.92184	2.72433	4.29095
1700037H04RIK	51.4973	53.8233	52.7619	56.4233	54.9893	44.6779	52.9302	67.5336	46.8645	47.5103	56.1252	48.4271	39.3638	60.2011	45.8267	51.9143	55.0137	43.7049
1700039E15RIK	0	0	0	0	0	0	0	0	0.0118812	0.0330751	0	0	0	0.0107464	0	0.0118121	0	0
1700039E22RIK	0	0	0	0	0.0378193	0	0	0.045697	0	0	0	0	0	0	0	0	0	0
1700040L02RIK	2.83094	1.84702	2.00259	2.01382	1.29547	1.5055	2.02406	2.41009	2.30607	2.09088	1.5995	1.75094	1.98439	2.61125	1.34543	1.75012	1.4617	1.50044
1700041A01RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700041C23RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700041M19RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042G07RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042G15RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042O10RIK	0.0265026	0.047226	0.0776402	0.0149645	0	0	0.0682696	0	0	0.0194215	0.0192092	0	0.0248351	0	0	0.020808	0	0.0237858
1700044C05RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700044K03RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700045H11RIK	0.0600588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700046C09RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047A11RIK	0	0	0	0	0	0	0.0361157	0.250042	0	0	0	0	0	0	0	0.044031	0	0
1700047E10RIK	0	0.0572716	0.502162	0.0362953	0.0889465	0.114248	0.0827914	0.0716493	0	0	0	0.090976	0	0.137745	0.0346411	0.100936	0.0533557	0.115381
1700047G03RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047I17RIK2	6.30389	7.60664	7.49403	7.68159	7.21895	6.58849	6.57737	7.48542	8.40085	7.45456	7.64559	6.87759	7.23867	7.45296	6.55675	6.53979	7.17807	7.42764
1700047L14RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047M11RIK	3.90965	6.70871	7.07001	5.75054	4.98691	6.17669	7.30463	8.1239	8.11906	7.07416	3.49843	4.47449	8.54852	8.27448	6.39885	5.41913	4.40706	8.83714
1700048M11RIK	0.168931	0.301024	0.65985	0.429235	0.311673	0.900744	0.652737	0.470743	0.400225	0.247589	0.489768	0.478177	0.474905	0.844664	0.182076	0.663162	0.280442	0.22742
1700048O20RIK	3.82994	5.89067	8.18972	7.02433	5.27382	4.98112	5.62599	6.07633	4.15052	6.48392	3.97144	5.43042	6.37892	5.54129	6.20702	5.00434	5.90559	6.47322
1700049E15RIK	0	0	0	0	0	0	0	0.0359603	0	0	0	0	0	0	0	0	0	0
1700049E22RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049G17RIK	1.66732	2.20565	2.04648	1.83764	2.16711	2.13765	2.41144	1.78547	2.19778	2.5007	2.3466	2.31343	2.45048	2.29469	2.04454	2.3441	2.35222	2.2045
1700049L16RIK	0	0	0	0	0	0	0	0	0.091239	0	0	0	0	0	0	0	0	0
1700051A21RIK	0.0399122	0.0177803	0.116924	0.0563404	0.0920464	0.0177344	0.025703	0.0667317	0.0157598	0.0731204	0.0433928	0.0988539	0.112203	0.114036	0.107545	0.0940087	0.0331291	0.0358208
1700052I22RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700052K11RIK	1.95317	2.79545	1.96816	2.27608	1.93595	1.78189	2.60931	2.54766	2.5024	2.19264	2.25905	2.19088	2.29759	2.39697	2.04917	1.90055	2.35423	1.81822
1700054A03RIK	0	0	0	0.0682228	0	0.0357911	0.0518731	0	0	0	0	0	0	0	0	0	0.0334302	0
1700054K19RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054M17RIK	0	0.262639	0.287854	0	0	0	0.0632781	0	0	0.288023	0	0	0.184154	0	0.423623	0	0	0.0881869
1700055C04RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700056E22RIK	0.151477	0.161953	0.207086	0.256591	0.139735	0.134613	0.214608	0.337684	0.287098	0.199807	0.219582	0.257263	0.312281	0.346236	0.293875	0.118929	0.251466	0.0815692
1700057G04RIK	0.0272286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700057H15RIK	0	0	0	0	0.0274738	0	0.0191795	0	0	0.0218248	0	0	0.0279084	0	0	0	0.0247208	0.0267293
1700057H21RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646198	0
1700060C16RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700060C20RIK	0.0605359	0	0	0.205087	0	0.215186	0	0.0674758	0	0.0443614	0	0.0856767	0.056727	0.0432404	0	0.142585	0.0502478	0.108661
1700061F12RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061G19RIK	0.112141	0.081748	0.0597311	0.115127	0.0376178	0.208373	0.13787	0.0795437	0.0966112	0.104591	0.0369457	0.108214	0.124192	0.10923	0.0659278	0.0640329	0.118469	0.0914959
1700061I17RIK	0.0261343	0	0	0	0	0.0116124	0	0	0.0103194	0.00957577	0	0	0	0	0	0	0	0
1700061J23RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063A18RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063D05RIK	0.598418	1.27141	1.66318	1.89739	1.74103	1.34994	1.68972	0.974877	1.49045	1.28185	1.00093	1.20526	2.37247	2.00571	0.744212	1.33722	1.52836	2.10698
1700063O14RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064J06RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064M15RIK	0.211364	0.0941591	0.257998	0.358035	0.19498	0.375666	0.0680579	0	0.0417296	0.271057	0.153197	0.411323	0.0990324	0.0754879	0.113906	0.0414869	0.438606	0.0474241
1700065D16RIK	0	0.225333	0	0.0841888	0.0687719	0	0.0960193	0.281901	0.058874	0	0	0.158267	0	0.10651	0.241055	0.117063	0.209926	0
1700065I16RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065J11RIK	0	0	0	0	0	0.0942011	0	0	0	0	0	0	0	0.0757167	0	0	0	0
1700065J18RIK	0.596197	1.06238	0.349315	0.538621	0.769978	0.847717	0.998254	0.265818	0.659161	0.961181	0.345701	0.33752	0.893895	0.255516	0.128518	1.31066	1.1877	0.53508
1700065L07RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065O20RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17RIK	0	0	0	0	0	0	0	0.079968	0	0	0	0	0	0	0	0.0563277	0	0
1700066B19RIK	0.02993	0.0444445	0.0389693	0.0168998	0.0184067	0.0443299	0.0256995	0.0222408	0.0157576	0.0584882	0.0289246	0.0211801	0.0934895	0.0570102	0.0645181	0.101829	0.0662491	0.0716316
1700066J03RIK	0	0.134156	0	0.340082	0	0.0669053	0.193936	0.503508	0.118911	0.331027	0	0.319662	0	0	0.568018	0.0591099	0.187476	0
1700066M21RIK	9.49817	8.99467	9.98607	10.0887	9.977	8.12813	8.44539	8.7268	9.34867	9.45436	9.04271	8.99082	9.53685	8.4324	9.84049	8.3758	9.66311	9.08987
1700066N21RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066O22RIK	0	0	0.0298607	0	0	0	0	0	0.0241488	0	0	0	0	0	0	0	0	0
1700067G17RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067K01RIK	0.367206	0.350538	0.281742	0.41468	0.193568	0.303016	0.236476	0.292359	0.227849	0.345977	0.247142	0.278415	0.491574	0.149882	0.16962	0.308897	0.391885	0.423724
1700067P10RIK	0	0	0.115147	0.0221936	0	0	0	0	0	0	0	0.0278147	0	0	0	0	0	0
1700069L16RIK	0.0465002	0.0828604	0.0908158	0	0.0428959	0.165294	0.0598912	0	0	0.0681518	0	0	0	0	0	0	0.15439	0
1700069P05RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700071K01RIK	0	0.0493423	0	0	0	0	0	0.0308647	0	0.0202918	0.02007	0.0783803	0.077844	0.019779	0.089535	0.0869617	0.0229843	0.124258
1700071M16RIK	13.5737	10.4328	11.8187	12.8954	11.8719	9.58788	11.7688	7.93721	10.6215	8.77987	7.97561	10.7921	7.32781	8.49286	15.9463	7.51074	8.52634	11.1936
1700072B07RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700072I22RIK	0	0	0	0	0	0	0	0	0.0271235	0	0	0	0	0	0	0	0	0
1700072O05RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700073E17RIK	0.031272	0.0371498	0.0610748	0.0235433	0.02404	0.0324223	0.0570599	0.0290475	0.0452762	0.0381941	0.011333	0.0737656	0.0341884	0.0632893	0.0168527	0.045013	0.0302835	0.0467771
1700074H08RIK	0	0	0	0	0	0	0	0	0	0	0	0.0483422	0	0	0	0	0	0
